PRIMARY_SAMPLE_UNIT,YEAR,MONTH,DAY,STATION_NR,LAT_DEGREES,LON_DEGREES,DEPTH,UNDERWATER_VISIBILITY,MAPGRID_NR,HABITAT_CD,ZONE_NR,SUBREGION_NR,MPA_NR,SPECIES_NR,SPECIES_CD,LEN,NUM,TIME_SEEN,PROT,STRAT,REGION
457U,2005,6,16,2,24.55995,-81.6686999,2.1,7.6,5292332,ISOL_MR,1,8,0,413,ACA SPIN,0,0,1,0,INPR,FLA KEYS
460U,2005,6,23,1,24.5768167,-81.2895666,10.2,12.2,6012341,ISOL_MR,3,9,0,413,ACA SPIN,0,0,1,0,OFPR,FLA KEYS
461U,2005,6,23,2,24.5781667,-81.2847666,6.1,12.2,6019842,ISOL_MR,3,9,0,137,PSE MACU,0,0,1,0,OFPR,FLA KEYS
462U,2005,6,15,2,24.4624667,-81.8401666,5.2,7.6,4966029,SPGR_HR,4,8,21,119,XYR MART,0,0,1,1,HRRF,FLA KEYS
463U,2005,6,15,1,24.4650667,-81.8371999,4.3,5.3,4969780,SPGR_HR,4,8,0,172,GIN CIRR,0,0,1,0,HRRF,FLA KEYS
464U,2005,6,8,2,24.4882833,-81.6749499,3.4,6.9,5281043,SPGR_HR,4,8,0,412,ELA SAUC,0,0,1,0,HRRF,FLA KEYS
465U,2005,6,8,1,24.4878,-81.6762166,5.5,9.1,5277293,SPGR_HR,4,8,0,48,CHA CAPI,7,0.5,2,0,HRRF,FLA KEYS
466U,2005,6,16,1,24.5034334,-81.6235999,4,9.9,5378551,SPGR_HR,4,8,0,119,XYR MART,0,0,1,0,HRRF,FLA KEYS
467U,2005,6,16,1,24.5110333,-81.5632333,8.7,9.1,5491055,SPGR_LR,4,8,0,753,SCA SPE.,0,0,1,0,FMLR,FLA KEYS
470U,2005,6,15,1,24.4542,-81.8492666,21.3,6.1,4947274,CONT_LR,4,8,0,232,SPH BARR,0,0,1,0,FDLR,FLA KEYS
471U,2005,6,15,2,24.4735167,-81.8345666,6.1,3.8,4977285,CONT_LR,4,8,0,423,GOB DILE,0,0,1,0,FMLR,FLA KEYS
472U,2005,6,8,1,24.4718334,-81.7338666,20.3,3.8,5168534,SPGR_LR,4,8,0,430,NAR BANC,0,0,1,0,FDLR,FLA KEYS
473U,2005,6,16,1,24.5019167,-81.5993666,19.5,12.2,5423550,SPGR_LR,4,8,0,423,GOB DILE,0,0,1,0,FDLR,FLA KEYS
474U,2005,6,7,2,24.4431834,-81.9735832,22.6,3.1,4711019,ISOL_LR,4,8,0,103,NEO MARI,0,0,1,0,FDLR,FLA KEYS
475U,2005,6,15,1,24.4704667,-81.8079666,8.7,4.6,5026033,ISOL_LR,4,8,0,115,HAL MACU,5,3,1,0,FMLR,FLA KEYS
478U,2005,6,16,2,24.5509,-81.7036999,2,6.9,5224828,ISOL_MR,1,8,20,67,CHA FABE,0,0,1,1,INPR,FLA KEYS
479U,2005,6,16,1,24.5512167,-81.7020833,2.7,5.3,5228578,ISOL_MR,1,8,20,207,HYP HYBR,0,0,1,1,INPR,FLA KEYS
480U,2005,6,16,1,24.48235,-81.7076666,10.1,3.8,5217290,SPGR_HR,4,8,20,131,LUT MAHO,0,0,1,1,HRRF,FLA KEYS
481U,2005,6,8,1,24.5001334,-81.7197832,9.5,3.1,5194799,ISOL_MR,2,8,20,226,CAL BAJO,0,0,1,1,MCPR,FLA KEYS
482U,2005,6,15,1,24.459,-81.8448,5.8,7.6,4954777,SPGR_HR,4,8,21,110,BOD RUFU,30,0.5,1,1,HRRF,FLA KEYS
483U,2005,6,2,1,24.5523334,-81.4095499,3.7,5.3,5783578,RUBB_LR,4,8,16,303,ACA SOLA,0,0,1,1,FSLR,FLA KEYS
484U,2005,6,8,1,24.4923,-81.6616666,3.5,6.9,5303545,SPGR_HR,4,8,19,434,EMM ATLA,0,0,1,1,HRRF,FLA KEYS
485U,2005,6,16,2,24.4917667,-81.6640999,4.1,15.2,5299795,SPGR_HR,4,8,19,145,LAC BICA,0,0,1,1,HRRF,FLA KEYS
487U,2005,6,15,2,24.46095,-81.8401332,8.1,6.9,4966028,SPGR_HR,4,8,21,222,SER TABA,0,0,1,1,HRRF,FLA KEYS
488U,2005,6,15,2,24.4549334,-81.8565499,4.1,6.1,4932275,SPGR_HR,4,8,22,379,PRI AQUI,0,0,1,1,HRRF,FLA KEYS
489U,2005,6,14,1,24.45495,-81.8597666,3.5,8.4,4928525,SPGR_HR,4,8,22,12,HYP HARR,0,0,1,1,HRRF,FLA KEYS
490U,2005,6,14,1,24.4526834,-81.87545,4.7,9.1,4898524,SPGR_HR,4,8,23,225,ARC RHOM,0,0,1,1,HRRF,FLA KEYS
491U,2005,6,7,1,24.4535667,-81.8748499,5,6.1,4898524,SPGR_HR,4,8,23,133,OCY CHRY,12,0.5,1,1,HRRF,FLA KEYS
492U,2005,6,15,1,24.4609,-81.8480666,14,6.9,4951028,CONT_LR,4,8,21,244,URO JAMA,0,0,1,1,FMLR,FLA KEYS
493U,2005,6,7,1,24.4542,-81.8816,6.7,3.8,4887274,CONT_LR,4,8,23,20,CAN SUFF,0,0,1,1,FMLR,FLA KEYS
494U,2005,6,16,1,24.4902167,-81.66725,7.6,12.2,5292294,CONT_LR,4,8,0,167,STE PART,5,0.5,1,0,FMLR,FLA KEYS
495U,2005,6,8,1,24.4773834,-81.7229499,20,3.8,5187287,SPGR_LR,4,8,20,335,EUC GULA,0,0,1,1,FMLR,FLA KEYS
496U,2005,6,16,2,24.4782167,-81.7112833,19.1,9.1,5209787,SPGR_LR,4,8,20,335,EUC GULA,0,0,1,1,FMLR,FLA KEYS
497U,2005,6,14,1,24.4525833,-81.8594499,21.2,6.9,4928524,SPGR_LR,4,8,0,387,CAR PERE,0,0,1,0,FDLR,FLA KEYS
498U,2005,6,14,2,24.4506667,-81.8799666,19.2,9.1,4891023,SPGR_LR,4,8,23,148,LAC TRIG,0,0,1,1,FMLR,FLA KEYS
499U,2005,6,8,1,24.4866834,-81.6994999,6.9,6.9,5232292,ISOL_LR,4,8,20,71,GER CINE,0,0,1,1,FMLR,FLA KEYS
500U,2005,6,8,2,24.4881,-81.7007499,8.7,8.4,5228543,ISOL_LR,4,8,20,179,SCA TAEN,0,0,1,1,FMLR,FLA KEYS
507U,2005,7,12,2,25.58745,-80.0929832,4.3,4.6,8270402,SPGR_LR,4,12,0,99,SYA MICR,0,0,1,0,FSLR,FLA KEYS
537U,2005,9,28,1,25.1074167,-80.2938999,9.2,12.2,7895136,CONT_LR,4,11,0,262,SPH PICU,0,0,1,0,FMLR,FLA KEYS
612U,2005,6,2,2,24.5459333,-81.4043666,6.4,6.1,5794824,SPGR_HR,4,8,16,113,HAL BIVI,9,0.75,1,1,HRRF,FLA KEYS
613U,2005,6,2,1,24.5449,-81.4092999,7.2,9.9,5783574,SPGR_HR,4,8,16,95,HAE MELA,0,0,1,1,HRRF,FLA KEYS
614U,2005,7,20,1,24.4794667,-81.7147499,4.3,9.1,5202288,SPGR_HR,4,8,20,231,DIP HOLB,0,0,1,1,HRRF,FLA KEYS
615U,2005,6,20,1,24.9359667,-80.4725833,24.7,12.2,7561290,SPGR_LR,4,10,0,281,NEG BREV,0,0,1,0,FDLR,FLA KEYS
616U,2005,6,20,2,24.9210167,-80.5054166,10.7,12.2,7497532,SPGR_LR,4,10,9,253,EPI ITAJ,0,0,1,1,FMLR,FLA KEYS
617U,2005,6,20,1,24.9238834,-80.5018999,10.4,12.2,7505034,SPGR_LR,4,10,9,431,PRI OPHR,0,0,1,1,FMLR,FLA KEYS
618U,2005,6,21,2,24.93655,-80.4702999,25,12.2,7565041,SPGR_LR,4,10,0,136,MUL MART,0,0,1,0,FDLR,FLA KEYS
619U,2005,6,21,2,24.9076501,-80.5262499,9.2,12.2,7460025,SPGR_LR,4,10,0,177,SCA ISER,4,1,1,0,FMLR,FLA KEYS
620U,2005,6,21,2,24.8847834,-80.5757166,6.1,9.1,7366262,ISOL_LR,4,10,0,35,CAR BART,0,0,1,0,FSLR,FLA KEYS
621U,2005,6,22,2,24.9041501,-80.6129999,3.7,3.1,7295022,ISOL_MR,2,10,11,393,ACA MARI,0,0,1,1,MCPR,FLA KEYS
622U,2005,6,22,2,24.9043667,-80.6149166,1.2,30.5,7291273,ISOL_MR,2,10,11,417,HET LONG,0,0,1,1,MCPR,FLA KEYS
623U,2005,7,12,1,24.6040333,-81.1905499,11.3,4.6,6199856,ISOL_LR,4,9,0,104,HOL RUFU,0,0,1,0,FMLR,FLA KEYS
625U,2005,7,12,2,24.5679167,-81.3251666,7.6,3.1,5944836,CONT_LR,4,8,0,226,CAL BAJO,0,0,1,0,FMLR,FLA KEYS
626U,2005,7,13,1,24.5505833,-81.3756499,17.7,12.2,5847327,SPGR_LR,4,8,0,83,PTE HELE,0,0,1,0,FMLR,FLA KEYS
627U,2005,7,13,2,24.5516167,-81.3802499,10.7,12.2,5839827,SPGR_LR,4,8,0,38,CAR LATU,0,0,1,0,FMLR,FLA KEYS
629U,2005,7,14,1,24.5138167,-81.5431499,16.8,4.6,5528557,SPGR_LR,4,8,0,152,HOL BERM,0,0,1,0,FMLR,FLA KEYS
630U,2005,7,14,2,24.5453,-81.4103332,5.8,6.1,5783574,SPGR_HR,4,8,16,151,CEN ARGI,0,0,1,1,HRRF,FLA KEYS
632U,2005,7,15,1,24.5110667,-81.5418166,27.7,12.2,5532305,SPGR_LR,4,8,0,205,HYP GEMM,0,0,1,0,FDLR,FLA KEYS
633U,2005,7,15,2,24.5688334,-81.3813833,7.9,3.1,5836087,ISOL_MR,3,8,0,328,PAR ALBI,0,0,1,0,OFPR,FLA KEYS
001U,2006,8,6,1,25.07525,-80.3821666,1.8,4.6,7730118,ISOL_MR,2,11,0,1,ANT OCEL,0,0,1,0,MCPR,FLA KEYS
005U,2006,8,10,1,25.1962667,-80.2544166,2,9.1,7970185,ISOL_MR,2,11,0,19,CAN PULL,0,0,1,0,MCPR,FLA KEYS
006U,2006,8,7,2,25.2138167,-80.2878832,2.4,4.6,7906445,ISOL_MR,2,11,0,216,MYC MICR,0,0,1,0,MCPR,FLA KEYS
007U,2006,8,7,2,25.2136333,-80.2537166,1.8,4.6,7970195,ISOL_MR,2,11,0,58,MAL MACR,0,0,1,0,MCPR,FLA KEYS
008U,2006,8,7,1,25.2159833,-80.2594332,1.5,3.1,7962696,ISOL_MR,2,11,0,167,STE PART,0,0,1,0,MCPR,FLA KEYS
009U,2006,8,7,1,25.2322,-80.2487999,1.8,3.1,7981455,ISOL_MR,2,11,0,436,BOL BOQU,0,0,1,0,MCPR,FLA KEYS
010U,2006,8,7,2,25.2643167,-80.2456166,3.1,4.6,7985223,ISOL_MR,2,11,0,22,STE HISP,0,0,1,0,MCPR,FLA KEYS
011U,2006,8,7,1,25.2667,-80.2465999,3.1,4.6,7985224,ISOL_MR,2,11,0,18,CAN MACR,0,0,1,0,MCPR,FLA KEYS
014U,2006,8,16,1,25.3047667,-80.2246832,3.8,4.6,8026495,ISOL_MR,2,11,0,161,CHR MULT,0,0,1,0,MCPR,FLA KEYS
015U,2006,8,16,1,25.3096334,-80.2116499,5.5,9.1,8048998,ISOL_MR,2,12,0,161,CHR MULT,0,0,1,0,MCPR,FLA KEYS
016U,2006,8,3,1,25.04285,-80.3493332,5.2,15.2,7793850,RUBB_LR,4,11,0,212,HYP UNIC,0,0,1,0,FSLR,FLA KEYS
017U,2006,8,14,2,25.0564667,-80.3347499,7.3,15.2,7820107,RUBB_LR,4,11,0,100,HAE STRI,0,0,1,0,FMLR,FLA KEYS
018U,2006,8,14,2,25.0599833,-80.3344666,5.8,15.2,7820109,RUBB_LR,4,11,0,113,HAL BIVI,8,7,1,0,FSLR,FLA KEYS
020U,2006,8,11,1,25.1994333,-80.2297832,3.2,13,8015187,CONT_LR,4,11,0,76,ALU MONO,0,0,1,0,FSLR,FLA KEYS
021U,2006,8,1,1,24.9946167,-80.4462499,5.8,7.6,7610073,ISOL_MR,3,11,0,39,CAR RUBE,13.5,19,1,0,OFPR,FLA KEYS
022U,2006,8,1,2,24.9986001,-80.4233499,5.2,12.2,7651325,ISOL_MR,3,11,0,264,SPH TEST,0,0,1,0,OFPR,FLA KEYS
023U,2006,8,3,1,25.0376333,-80.3733999,6.4,12.2,7748847,ISOL_MR,3,11,0,157,ABU SAXA,5,0.5,1,0,OFPR,FLA KEYS
024U,2006,8,3,1,25.0435667,-80.3694666,5.2,9.1,7756350,ISOL_MR,3,11,0,232,SPH BARR,40,4,1,0,OFPR,FLA KEYS
026U,2006,8,6,1,25.0528,-80.3623166,3.1,3.1,7767605,ISOL_MR,3,11,0,42,ELA BIPI,0,0,1,0,OFPR,FLA KEYS
027U,2006,8,6,2,25.1111833,-80.3282999,3.7,3.1,7831388,ISOL_MR,2,11,0,18,CAN MACR,0,0,1,0,MCPR,FLA KEYS
028U,2006,8,15,1,25.1543667,-80.2680666,4.1,15.2,7943912,ISOL_MR,3,11,0,390,LAB NIGR,0,0,1,0,OFPR,FLA KEYS
029U,2006,8,15,1,25.1681667,-80.2699333,2.7,15.2,7940169,ISOL_MR,3,11,0,45,TRA FALC,0,0,1,0,OFPR,FLA KEYS
030U,2006,8,10,1,25.18715,-80.2567832,4.7,9.9,7966430,ISOL_MR,3,11,0,9,ACA COER,18,2.5,1,0,OFPR,FLA KEYS
033U,2006,8,16,1,25.2986334,-80.1969332,8.8,9.1,8078992,ISOL_MR,3,11,0,182,SPA AURO,18.5,2,1,0,OFPR,FLA KEYS
035U,2006,8,1,1,24.9838167,-80.4173499,6.7,15.2,7666317,SPGR_HR,4,11,0,67,CHA FABE,0,0,1,0,HRRF,FLA KEYS
036U,2006,8,1,2,24.9852167,-80.4171499,4,12.2,7666318,CONT_LR,4,11,0,416,SAR AURI,0,0,1,0,FSLR,FLA KEYS
037U,2006,8,1,2,24.9883667,-80.4143999,3.4,15.2,7670069,SPGR_LR,4,11,0,74,COR GLAU,0,0,1,0,FSLR,FLA KEYS
038U,2006,8,1,2,24.9897834,-80.4118499,4.6,15.2,7673820,CONT_LR,4,11,0,182,SPA AURO,12,1,1,0,FSLR,FLA KEYS
039U,2006,8,2,1,25.0183167,-80.3683999,6.1,15.2,7756336,SPGR_HR,4,11,6,182,SPA AURO,11,0.25,1,1,HRRF,FLA KEYS
040U,2006,8,3,1,25.0316333,-80.3527499,5.2,15.2,7786344,SPGR_HR,4,11,0,7,ACA BAHI,3,25,1,0,HRRF,FLA KEYS
041U,2006,8,14,2,25.0189167,-80.3669332,6.4,12.2,7760086,SPGR_HR,4,11,0,418,MAL AURO,0,0,1,0,HRRF,FLA KEYS
042U,2006,8,11,1,25.1973833,-80.2267832,4.1,16.8,8022686,SPGR_HR,4,11,0,312,CAL NODO,0,0,1,0,HRRF,FLA KEYS
043U,2006,8,11,1,25.1997833,-80.2256166,2.7,14.5,8026437,SPGR_HR,4,11,0,74,COR GLAU,0,0,1,0,HRRF,FLA KEYS
044U,2006,8,14,1,25.0692333,-80.3355832,4.3,15.2,7820114,CONT_LR,4,11,0,8,ACA CHIR,15,1,1,0,FSLR,FLA KEYS
045U,2006,8,11,1,25.1696333,-80.2784166,3.5,12.2,7925170,CONT_LR,4,11,0,123,LAC MAXI,15,0.5,1,0,FSLR,FLA KEYS
046U,2006,8,10,1,25.1883833,-80.2610999,2.6,9.1,7958931,CONT_LR,4,11,0,434,EMM ATLA,0,0,1,0,FSLR,FLA KEYS
047U,2006,8,15,1,25.2026167,-80.2458499,3.1,12.2,7985188,CONT_LR,4,11,0,93,HAE FLAV,11,1,1,0,FSLR,FLA KEYS
048U,2006,8,15,1,25.20965,-80.2308332,4.4,10.7,8015192,CONT_LR,4,11,0,185,SPA RUBR,10,0.5,1,0,FSLR,FLA KEYS
050U,2006,8,18,1,25.22115,-80.2248666,3.4,3.8,8026449,CONT_LR,4,11,0,58,MAL MACR,0,0,1,0,FSLR,FLA KEYS
051U,2006,8,17,2,25.24185,-80.2240999,3.7,7.6,8026460,CONT_LR,4,11,0,255,SER ANNU,0,0,1,0,FSLR,FLA KEYS
052U,2006,8,17,1,25.27145,-80.2107166,4.3,7.6,8052727,CONT_LR,4,11,0,140,GYM VICI,0,0,1,0,FSLR,FLA KEYS
053U,2006,8,17,1,25.2802334,-80.2085166,2.7,4.6,8056482,CONT_LR,4,11,0,211,HYP TANN,0,0,1,0,FSLR,FLA KEYS
055U,2006,8,14,1,25.0934,-80.3015666,9.5,15.2,7883878,CONT_LR,4,11,0,113,HAL BIVI,10,1,1,0,FMLR,FLA KEYS
056U,2006,8,15,1,25.0984167,-80.2960333,9.3,16.8,7891381,CONT_LR,4,11,0,734,ACA SPE.,0,0,1,0,FMLR,FLA KEYS
057U,2006,8,15,1,25.1237833,-80.2777333,8.2,15.2,7928895,CONT_LR,4,11,0,747,LAB SPE.,0,0,1,0,FMLR,FLA KEYS
058U,2006,8,10,1,25.14025,-80.2694666,7.5,16,7943904,RUBB_LR,4,11,0,26,APO MACU,0,0,1,0,FMLR,FLA KEYS
059U,2006,8,10,1,25.15445,-80.2500499,11.4,18.3,7977662,CONT_LR,4,11,0,290,IST PLAT,0,0,1,0,FMLR,FLA KEYS
060U,2006,8,17,1,25.2679167,-80.2104666,6.4,7.6,8052725,CONT_LR,4,11,0,154,HOL TRIC,0,0,1,0,FSLR,FLA KEYS
061U,2006,8,16,1,25.28955,-80.1776666,9.4,10.7,8112737,ISOL_LR,4,11,0,132,LUT SYNA,0,0,1,0,FMLR,FLA KEYS
062U,2006,8,16,1,25.2966667,-80.1734666,9,10.7,8123991,ISOL_LR,4,12,0,250,RHO AURO,0,0,1,0,FMLR,FLA KEYS
063U,2006,8,1,1,24.9744667,-80.4289499,7.3,15.2,7643812,CONT_LR,4,11,0,167,STE PART,3.5,36,1,0,FSLR,FLA KEYS
064U,2006,8,3,1,25.0404833,-80.3431166,7.8,15.2,7805098,SPGR_HR,4,11,0,310,EPI DRUM,0,0,1,0,HRRF,FLA KEYS
065U,2006,8,15,1,25.11965,-80.2807332,11.3,15.2,7921392,SPGR_LR,4,11,0,314,SPH TIBU,0,0,1,0,FMLR,FLA KEYS
066U,2006,8,10,1,25.1349833,-80.2619666,10.1,18.3,7955151,SPGR_LR,4,11,0,153,HOL CILI,18,0.5,1,0,FMLR,FLA KEYS
067U,2006,8,10,1,25.1475167,-80.2526499,11.7,18.3,7973908,SPGR_LR,4,11,0,93,HAE FLAV,14,0.5,1,0,FMLR,FLA KEYS
068U,2006,8,10,1,25.1509333,-80.2503499,11.1,18.3,7977660,SPGR_LR,4,11,0,310,EPI DRUM,0,0,1,0,FMLR,FLA KEYS
069U,2006,8,11,1,25.18235,-80.2347166,11.1,13.7,8007677,SPGR_LR,4,11,0,118,HAL RADI,0,0,1,0,FMLR,FLA KEYS
070U,2006,8,11,1,25.1768667,-80.2388666,11.6,17.5,8000174,CONT_LR,4,11,0,15,ALU SCRI,0,0,1,0,FMLR,FLA KEYS
071U,2006,8,11,1,25.193,-80.2242166,13.1,16,8026433,ISOL_LR,4,11,0,124,THA BIFA,5,4,1,0,FMLR,FLA KEYS
072U,2006,8,11,1,25.1958167,-80.2219499,11.1,13.7,8030185,CONT_LR,4,11,0,114,HAL GARN,9,0.5,1,0,FMLR,FLA KEYS
074U,2006,8,4,1,25.10565,-80.3076166,4,15.2,7872635,SPGR_HR,3,11,0,143,OPI AURI,0,0,1,0,HRRF,FLA KEYS
076U,2006,8,16,1,25.2947667,-80.2192666,5,5.3,8033990,SPGR_HR,3,11,0,435,ENC NIGR,0,0,1,0,HRRF,FLA KEYS
077U,2006,8,17,1,25.3041667,-80.2141499,4.9,4.6,8045245,ISOL_MR,3,11,0,40,DEC MACA,0,0,1,0,OFPR,FLA KEYS
081U,2006,8,18,1,25.2307167,-80.2105832,5.5,7.6,8052704,CONT_LR,4,11,1,41,DEC PUNC,0,0,1,1,FSLR,FLA KEYS
087U,2006,8,5,2,25.1415333,-80.2623332,2.4,12.2,7955155,RUBB_LR,4,11,2,118,HAL RADI,6,1,2,1,FSLR,FLA KEYS
089U,2006,8,5,2,25.1388833,-80.2614332,7,15.2,7958903,SPGR_HR,4,11,2,12,HYP HARR,0,0,1,1,HRRF,FLA KEYS
090U,2006,8,5,2,25.1412333,-80.2596166,5.2,12.2,7962654,SPGR_HR,4,11,2,230,CHA LIMB,0,0,1,1,HRRF,FLA KEYS
091U,2006,8,5,1,25.14655,-80.2586999,4,12.2,7962657,RUBB_LR,4,11,2,94,HAE MACR,0,0,1,1,FSLR,FLA KEYS
092U,2006,8,5,1,25.1465833,-80.2603833,3.1,12.2,7958907,RUBB_LR,4,11,2,253,EPI ITAJ,0,0,1,1,FSLR,FLA KEYS
093U,2006,8,5,2,25.1372,-80.2604832,8.2,12.2,7958902,SPGR_LR,4,11,2,163,MIC CHRY,0,0,1,1,FMLR,FLA KEYS
094U,2006,8,5,1,25.1393667,-80.2591499,9.8,12.2,7962653,SPGR_LR,4,11,2,252,MUR RETI,0,0,1,1,FMLR,FLA KEYS
095U,2006,8,4,1,25.12125,-80.2991832,8.4,12.2,7887643,ISOL_MR,3,11,3,757,STE SPE.,0,0,1,1,OFPR,FLA KEYS
097U,2006,8,4,1,25.123,-80.2982833,1.7,13.7,7887644,SPGR_HR,3,11,3,52,AMB PINO,0,0,1,1,HRRF,FLA KEYS
098U,2006,8,4,1,25.1233167,-80.2975999,4.1,16,7891394,SPGR_HR,3,11,3,408,PHA XENU,0,0,1,1,HRRF,FLA KEYS
099U,2006,8,4,1,25.11045,-80.3039832,3.2,15.2,7876387,SPGR_HR,3,11,4,409,HAL CAUD,0,0,1,1,HRRF,FLA KEYS
100U,2006,8,4,1,25.1093167,-80.3058832,2.6,14.5,7872637,SPGR_HR,3,11,4,116,HAL PICT,0,0,1,1,HRRF,FLA KEYS
101U,2006,8,3,1,25.0337167,-80.3511999,4.6,15.2,7790095,SPGR_HR,4,11,5,408,PHA XENU,0,0,1,1,HRRF,FLA KEYS
102U,2006,8,3,1,25.0355833,-80.3476999,6.7,15.2,7797596,SPGR_HR,4,11,5,162,CHR SCOT,0,0,1,1,HRRF,FLA KEYS
103U,2006,8,2,1,25.0122833,-80.3752166,1.8,18.3,7745083,RUBB_LR,4,11,6,7,ACA BAHI,8,1.5,1,1,FSLR,FLA KEYS
104U,2006,8,2,2,25.0134667,-80.3752166,3.1,18.3,7745083,RUBB_LR,4,11,6,30,SCA CRIS,0,0,1,1,FSLR,FLA KEYS
105U,2006,8,2,1,25.0092167,-80.3747999,7.9,18.3,7745081,SPGR_HR,4,11,6,712,DIO SPE.,0,0,1,1,HRRF,FLA KEYS
106U,2006,8,2,2,25.01125,-80.3733999,4.9,18.3,7748832,SPGR_HR,4,11,6,416,SAR AURI,0,0,1,1,HRRF,FLA KEYS
107U,2006,8,2,2,25.0102667,-80.3783666,4.3,24.4,7737582,RUBB_LR,4,11,6,208,HYP INDI,0,0,1,1,FSLR,FLA KEYS
108U,2006,8,2,2,25.01385,-80.3721499,3.7,18.3,7748834,CONT_LR,4,11,6,388,APO TOWN,0,0,1,1,FSLR,FLA KEYS
210U,2006,8,18,1,25.2475833,-80.2008332,3.7,7.6,8071464,RUBB_LR,4,11,0,69,FIS TABA,0,0,1,0,FSLR,FLA KEYS
215U,2006,8,6,1,25.0242333,-80.4023666,3.7,3.1,7692589,ISOL_MR,3,11,0,212,HYP UNIC,0,0,1,0,OFPR,FLA KEYS
223U,2006,8,18,1,25.2009,-80.2266499,4.1,5.3,8022688,SPGR_HR,4,11,0,228,CAL PENN,0,0,1,0,HRRF,FLA KEYS
232U,2006,8,18,1,25.23485,-80.2068332,8.4,7.6,8060206,CONT_LR,4,11,0,387,CAR PERE,0,0,1,0,FMLR,FLA KEYS
252U,2006,8,4,1,25.1238167,-80.3020832,5.5,14.5,7880145,ISOL_MR,3,11,3,73,COR EIDO,0,0,1,1,OFPR,FLA KEYS
260U,2006,8,18,1,25.23515,-80.2131832,5.8,6.9,8048957,CONT_LR,4,11,1,281,NEG BREV,0,0,1,1,FSLR,FLA KEYS
301U,2006,8,25,1,25.3323167,-80.1810832,4.9,11.4,8109010,CONT_LR,4,12,0,73,COR EIDO,0,0,1,0,FSLR,FLA KEYS
302U,2006,8,25,2,25.55305,-80.1056499,5.8,18.3,8247883,CONT_LR,4,12,0,73,COR EIDO,0,0,1,0,FSLR,FLA KEYS
303U,2006,7,28,1,25.5664167,-80.1170166,6.3,6.1,8225390,CONT_LR,4,12,0,213,LIO EUKR,0,0,1,0,FMLR,FLA KEYS
304U,2006,7,28,2,25.5744,-80.1056666,5.5,9.9,8247895,CONT_LR,4,12,0,97,HAE PLUM,10,0.5,1,0,FMLR,FLA KEYS
305U,2006,8,25,2,25.4367833,-80.1213332,7.3,12.2,8217819,SPGR_LR,4,12,0,159,CHR ENCH,0,0,1,0,FMLR,FLA KEYS
306U,2006,7,28,2,25.5954,-80.0956999,7.2,10.7,8266656,SPGR_LR,4,12,0,255,SER ANNU,0,0,1,0,FMLR,FLA KEYS
307U,2006,8,25,2,25.3288834,-80.2322499,3.7,7.6,8011508,ISOL_MR,1,12,0,152,HOL BERM,0,0,1,0,INPR,FLA KEYS
308U,2006,8,25,1,25.3342333,-80.2347666,2.4,6.1,8007761,ISOL_MR,1,12,0,16,BAL CAPR,0,0,1,0,INPR,FLA KEYS
309U,2006,7,24,2,25.08945,-80.3001666,20.1,22.9,7883876,SPGR_LR,4,11,0,213,LIO EUKR,0,0,1,0,FDLR,FLA KEYS
310U,2006,7,24,1,25.0989833,-80.2919999,22.9,15.2,7898881,SPGR_LR,4,11,0,100,HAE STRI,5.5,2,1,0,FDLR,FLA KEYS
311U,2006,7,24,1,25.1229667,-80.2702832,22.6,13.7,7940144,SPGR_LR,4,11,0,214,MYC BONA,0,0,1,0,FDLR,FLA KEYS
312U,2006,7,24,2,25.1272667,-80.2658499,22.3,15.2,7951397,SPGR_LR,4,11,0,2,APO BINO,0,0,1,0,FDLR,FLA KEYS
313U,2006,8,25,2,25.2409833,-80.1936332,20.4,18.3,8086460,SPGR_LR,4,11,0,129,LUT GRIS,0,0,1,0,FDLR,FLA KEYS
314U,2006,7,24,2,25.03425,-80.3459832,23.2,15.2,7797595,SPGR_LR,4,11,5,431,PRI OPHR,0,0,1,1,FMLR,FLA KEYS
315U,2006,7,24,1,25.0176,-80.3632666,21.6,15.2,7767586,SPGR_LR,4,11,6,390,LAB NIGR,0,0,1,1,FMLR,FLA KEYS
317U,2006,8,10,2,24.6881001,-81.0410999,5.3,3.1,6484903,ISOL_MR,2,9,0,129,LUT GRIS,0,0,1,0,MCPR,FLA KEYS
319U,2006,9,7,2,24.72545,-80.9324833,7.2,5.3,6691173,ISOL_MR,2,9,0,46,CAR LIMB,0,0,1,0,MCPR,FLA KEYS
320U,2006,8,2,2,24.90875,-80.6171999,3.4,6.1,7287525,ISOL_MR,2,10,0,35,CAR BART,0,0,1,0,MCPR,FLA KEYS
321U,2006,8,2,1,24.9653834,-80.5432832,3.2,5.3,7426306,ISOL_MR,2,10,0,55,EMB PAND,0,0,1,0,MCPR,FLA KEYS
322U,2006,8,2,2,24.9432334,-80.5377999,2.7,4.6,7437544,ISOL_MR,2,10,0,36,CAR CRYS,0,0,1,0,MCPR,FLA KEYS
323U,2006,9,7,1,24.7260333,-80.8562666,7,10.7,6833674,CONT_LR,4,9,0,239,CHI ANTE,0,0,1,0,FMLR,FLA KEYS
324U,2006,9,6,2,24.8554,-80.6115999,5.8,12.2,7298745,RUBB_LR,4,10,0,281,NEG BREV,0,0,1,0,FMLR,FLA KEYS
325U,2006,8,10,2,24.6993834,-80.9550166,4.9,6.9,6646159,ISOL_MR,3,9,0,16,BAL CAPR,0,0,1,0,OFPR,FLA KEYS
